review,category,rating,tag
আলহামদুলিল্লাহ প্রোডাক্ট টা অনেক ভালো,Cloth,5,positive 
আপনারও চাইলে নিতে পারেন,Cloth,5,positive 
আলহামদুলিল্লাহ যেমনটা চেয়েছিলাম তেমনটাই পেয়েছি,Cloth,5,positive 
পেয়েছি প্রোডাক্টটা অনেক ভালো চাইলে আপনারাও নিতে পারেন,Cloth,5,positive 
অনেক ভালো অল্প সময়ের ভেতর পেয়ে গেছি,Cloth,5,positive 
আলহামদুলিল্লাহ যেমন দেখছি ওই রুকুম পাইছি,Cloth,5,positive 
পন্য টা আনেক আরাম দাওক।🥀,Cloth,5,positive 
আলহামদুলিল্লাহ যেমনটা চেয়েছিলাম তেমনটাই পেয়েছি,Cloth,5,positive 
আর রাইডারদের ব্যবহার অনেক সুন্দর। ধন্যবাদ দারাজ।,Cloth,5,positive 
কম দামের মধ্যে খুবই ভালো জিনিস,Cloth,5,positive 
সবাই নিতে পারেন।সুতাটা ও ভালো।,Cloth,5,positive 
অনেক ভালো সবাই নিতে পারেন 😍😍😍,Cloth,5,positive 
দাম অনুযায়ী অনেক ভালো,Cloth,5,positive 
বলতে গেলে অসাধারণ একটা প্রোডাক।,Cloth,5,positive 
আপনারা চাইলে নিতে পারেন 🥰🥰,Cloth,5,positive 
আলহামদুলিল্লাহ্ অনেক ভালো আপনার চাইলে নিতে পারেন,Cloth,5,positive 
যেরকমটা অর্ডার করছি সেরকমটা পাইছি থ্যাংক ইউ দারাজ থ্যাংক ইউ ডেলিভারি ম্যান,Cloth,5,positive 
আলহামদুলিল্লাহ অনেক ভাল টি সার্ট আমার খুব পছন্দ হয়েছে কেয়ালেটি অনেক ভালো,Cloth,5,positive 
টি-শার্টটা ভালোই বাট জার্সি না হয়ে যদি কটন কাপড়ের হতো তাহলে খুব ভালো হতো,Cloth,5,Neutral
দাম হিসাবে ভালো আপনারা নিতে পারেন,Cloth,5,positive 
দাম হিসেবে টিশার্টা অনেক ভালো ছিল,Cloth,5,positive 
যেমনটি চেয়েচিলাম তেমনি পেয়েছি,Cloth,5,positive 
টি শার্ট এর পিছনে সুতা উঠানো,Cloth,5,negative
আলহামদুলিল্লাহ অনেক ভালো।,Cloth,5,positive 
আমার কাছে অনেক ভালো লাগলো...! আপনারা চাইলে নিতে পারেন 🥰🥰,Cloth,5,positive 
কালার এর মিল নেই,Cloth,5,negative
সুতি কাপড়ের ভাবছিলাম সুতির কাপরের নায়,Cloth,5,neutral
দাম হিসেবে খারাপ না ভালোই আপনারা নিতে চাইলে নিতে পারেন,Cloth,5,positive 
অসংখ্য ধন্যবাদ দারাজ কে,Cloth,5,positive 
য়েমনটা চায়ছি তেমনটায় পায়ছি।,Cloth,5,positive 
ধন্যবাদ সেলার কে,Cloth,5,positive 
মোট ১১ টা নিয়েছি । অনেক ভালো। নিতে পারেন,Cloth,5,positive 
সময় মতো ডেলিভারি পাইছি।ভালোই প্রোডাক্টটা,Cloth,5,positive 
ছবির মতই আছে ধ্যনবাত ডেলিভারি চাজ বেশি,Cloth,5,Neutral
যেমন চেয়েছিলাম তেমন ই পাইছি🥰,Cloth,5,positive 
খুব ভালো এটা নিতে পারেন,Cloth,5,positive 
আলহামদুলিল্লাহ পাইছি,Cloth,5,positive 
অনেক ভালো একটি প্রডাক্ট,Cloth,5,positive 
আমার অনেক ভালো লাগছে,Cloth,5,positive 
আপনারা চাইলে নিতে পারেন৷,Cloth,5,positive 
"চাইলাম একটা দিলো আরেকটা, একদম বাজে",Cloth,5,negative
এই দামে এই গেনজি এক কথায় নিতে পারেন খুব ভালো সমস্যা নাই 🌿,Cloth,5,positive 
অনেক ভালো এত কম দামে,Cloth,5,positive 
সাবাই নিতে পারে গরমে এটা অনেক ভালো,Cloth,5,positive 
আলহামদুলিল্লাহ।খুব ভালো ছিলো জামাটা।কাপরটাও ভালো পরেছে।,Cloth,5,positive 
"ভালো ,,কম দামে অনেক ভালো গেন্জি,,সবাই নিতে পারেন",Cloth,5,positive 
খুব সুন্দর এটা!জাচেয়েছিলাম তেমনি পেয়েছি,Cloth,5,positive 
ভালো ছিল,Cloth,5,positive 
ভালো একটা গেনছি আপনারা নিতে পারেন,Cloth,5,positive 
খুব সুন্দর হয়ছে গেঞ্জি টা,Cloth,5,positive 
যেমনটা চেয়েছি তেমন হয়নি,Cloth,5,negative
অনেক ভাল একটি প্রোডাক্ট,Cloth,5,positive 
"টি-শার্ট ভালো, ধন্যবাদ",Cloth,5,positive 
দাম অনুযায়ী সেরা ছিল,Cloth,5,positive 
দাম হিসাবে যথেষ্ট ভালো,Cloth,5,positive 
দাম অনুযায়ী ঠিক আছে।,Cloth,5,positive 
খুব খারাপ টি শার্ট,Cloth,5,negative
দাম অনুযায়ী ঠিক আছে।,Cloth,5,positive 
আলহামদুলিল্লাহ ভালো,Cloth,5,positive 
খুব ভালো হয়েছে 😊,Cloth,5,positive 
ধন্যবাদ দারাজ কে,Cloth,5,positive 
ভালো মোটামুটি,Cloth,5,Neutral
তেমন ভালো না।,Cloth,5,negative
অসাধারণ 😍😍😍,Cloth,5,positive 
খুব সুন্দর,Cloth,5,positive 
খুব ভালো,Cloth,5,positive 
"খুব বাজে শার্ট এই প্রথমবার অভিজ্ঞতা করলাম, জগন্য।",Cloth,1,negative
ছবির সাথে টোটেলি মিল নেই,Cloth,1,negative
কেউ নিয়েন না,Cloth,1,negative
আমি ২ টা ওর্ডার করে থকেছি।,Cloth,1,negative
চাইলাম কি আর পাইলাম কি,Cloth,1,negative
প্রতারক সম্প্রদায়,Cloth,1,negative
অর্ডার করছিলাম কাল রং দিছে নীল।,Cloth,1,negative
মানুষ ঠকানোর কারখানা 😡😡😡😡,Cloth,1,negative
একদম ফালতু,Cloth,1,negative
পুরাই ফালতু একটা সাদা কালার গেনজি থাকার কথা দেয় নাই,Cloth,1,negative
"খুবই বাজে, পুরাতন প্রোডাক্ট",Cloth,1,negative
মিল ছিল না কোন।,Cloth,1,negative
কালারের কোন মিল নেই আর চাইছি একটা পাইছি আরেকটা 🤬🤬,Cloth,1,negative
বাজে,Cloth,1,negative
চোর গুলো ব্যবসা ভাল করে,Cloth,1,negative
তোমার এটা দেখে কেন ডেলিভারি দিয়েছো।দারাজ বাটপারদের নিয়ে ভালই আছে ও রা চোরে চোরে মাসতুতো ভাই,Cloth,1,negative
গেন্জির কলারে সমস্যা আছে,Cloth,1,negative
এ ধরনের পণ্য দিলে আমাদের অনলাইনে কেনাকাটা করতে আগ্রহ হারাবে😢,Cloth,1,negative
যেমন টা দেখে অর্ডার করেছিলাম আর যেমনটা পেয়েছি!,Cloth,1,negative
এই স্টোর থেকে কেউ কিছু কিনবেন না এরা খুবই খারাপ প্রোডাক্ট ডেলিভারি দেয়।,Cloth,1,negative
একদম জঘন্য,Cloth,1,negative
তটাই মোটা আর খসখসে যে এর চেয়ে পাটের বস্তাও পাতলা ও মলিন আছে,Cloth,1,negative
কানে চিমটি দিলাম এরপর থেকে আর জীবনেও দারাজ থেকে কাপড় কিনবো না।,Cloth,1,negative
কাপড় কোয়ালিটি মটেও ভালো না৷৷,Cloth,1,negative
"এক কাচা তে রং সব শেষ, দরাজ কখনো ভালো পণ্য দেয়না",Cloth,1,negative
খুবই বাজে প্রোডাক্ট ছবিতে যেমন একদমই তেমন না,Cloth,1,negative
টি-শার্টের মাঝখান দিয়ে একটি সিলি যা ছবিতে নেই,Cloth,1,negative
খারাপ সেলাই ভালো না অনেক মোটা কাপড় গরম লাগে,Cloth,1,negative
প্যাকেজিং করার সময় মনে হয় চোখ কপালে ছিল তাই দেখতে পারেন নাই । 😡😡😡😡,Cloth,1,negative
টি শার্ট কোয়ালিটি একদম বাজে শুধু রং উঠে ব্যবহার অনেক বাজে ছিলো,Cloth,1,negative
সিরা ফাটা,Cloth,1,negative
গেঞ্জি টা ভালই ছিল তবে প্রিন্টের সমস্যা জায়গায় জায়গায়,Cloth,1,negative
"কালার মিসিং এবং সেলাই ছেরা, পণ্যের মান খুব ভালো না।",Cloth,1,negative
একদম নিম্নমানের কাপড়,Cloth,1,negative
এরকম কাপড় আশা করিনি।,Cloth,1,negative
যেমন কালার চেয়েছিলাম তেমন পাই নি।,Cloth,1,negative
"একদম বাজে, ছবির সাথে কোন মিল নেই",Cloth,1,negative
"বাজে একবারে,কেউ নিবেন না",Cloth,1,negative
একদম বাজে পণ্য,Cloth,1,negative
"দুই হাতা দুই রকম আরাখারা, আরো সমস্যা কলার বড়।দারাজের উপর আস্থা নাই বললে চলে।",Cloth,1,negative
এক ধোয়াতেই রং উঠে গেলো,Cloth,1,negative
সেলার সালারা মনে হয় কারো জারয সন্তান না হইলে এই সব জিনিস বিক্রি করে না বোন থাকলে তাদের গালি শুনাইতো না।,Cloth,1,negative
এ-ই শালা টাকা দিয়া জিনিশ নেয়া হয়ে আরএটা হারামের টাকা না কস্ট করে টাকা আয় করতে হয়ে শালা বদমাইশ মানুষকেঠক বাজ করে একটা জিনিশ ধরিয়ে দেওয়া হয়ে এটা কি বাবসা,Cloth,1,negative
একটা বাজে ফালতু গেন্জি,Cloth,1,negative
১ধোয়াতে সব শেষ দারাজকে বলবো এধরনের ফালতু জিনিস মানুষকে দিয়ে ধোকা দিবেননা।ছবিতে যা দেখাইছে পুরোটাই ধোকা।,Cloth,1,negative
এত নিম্নমানের গেঞ্জি দিয়েছেন যা দুই দোয়ায় রং উঠে গেছে আপনাদের কে গালি দিল গালি কে অপমান করা হবে তাই গালি না দিয়ে সতর্ক করলাম এই ধরণীর নিম্নমানের পণ্য দিয়ে বাটপারি ব্যবসা বন্ধ করে দিন।,Cloth,1,negative
রাস্তার ফুটপাতের গেঞ্জি আপনাদের গেঞ্জির থেকে অনেক ভালো আছে। অন্তত কাপড়ের রং উঠে না।,Cloth,1,negative
ডিসকাঊন্ট এর নামে চিটিংবাজি!! কোয়ালিটি যেমন দাম ও তাই!!!,Cloth,1,negative
আমি চারটা গেঞ্জি অর্ডার করেছি ভিতরে দুইটা গেঞ্জি ছিড়া,Cloth,1,negative
আমি এগুলো ফেরত দিতে চাই এই সেলার খুব বাজে,Cloth,1,negative
কালার মিল নাই,Cloth,1,negative
দেখলে মনে হচ্ছে পুরানো বাদ দেওয়া গেঞ্জি,Cloth,1,negative
কোন ব্রান্ড এর পন্য নয় ফুটপথে এর থেকে ভাল পাওয়া যায়!,Cloth,1,negative
ছবির সাথে মিল নাই আমি হতাশ হয়েছি,Cloth,1,negative
এই টি শার্টের মধ্যে ছিদ্র রয়েছে,Cloth,1,negative
খুব বাঁজে। ফিনিসিং খুব বাঁজে।,Cloth,1,negative
ভালোনা এটিতে ছিদ্র আছে।,Cloth,1,negative
শালার সেলার একটা বাটপার,Cloth,1,negative
কালারে সাথে মিল নাই😡,Cloth,1,negative
খুব বাজে পন্য,Cloth,1,negative
বাজে কাপড়,Cloth,1,negative
খুব ভালো,Cloth,1,positive 
ফালতু একটা,Cloth,1,negative
মোটামুটি,Cloth,1,Neutral
ভালো কিন্তূ অনেক দাগ ও আছে,Cloth,3,Neutral
সব ঠিক আছে,Cloth,3,positive 
"দাম অনুযায়ী টিশার্টের মান ভালো লাগছে, ধন্যবাদ দারাজ",Cloth,3,positive 
এতো বাজে কাপর দিয়া এতো দাম নিলে কিভা কিনবে।কাপর অনুযায় 150 টাকা হলে ঠিক ছিলো!!,Cloth,3,negative
দাম অনুযায়ী কাপড়ের মান এতটা ভাল না,Cloth,3,negative
পিকে লাল ছিল আনার পর কেমন জানি ফ্যকাসে ছিল,Cloth,3,negative
প্যাকিং কোয়ালিটি আর সেলার রেসপন্স ভাল ছিল,Cloth,3,positive 
৪-৫ দিন মাল দেয় তাও ভুল,Cloth,1,negative
সব ঠিক আছে।,Cloth,1,positive 
খুবই দুঃখজনক।😭😭😡😡😡,Cloth,1,negative
দাম অনুযায়ী মান খুবই খারাপ,Cloth,1,negative
"আবার দুটি হাতার দুই রকম সাইজ,ব্যবহার করা যায়নি",Cloth,1,negative
২ দিন ব্যাবহার এ ই সব যায়গা থেকে সুতা বের হওয়া শুরু হয়ে গেছে 🫡🏌️‍♀️,Cloth,1,negative
অন্য কাপর আমার হয় বাট আপনাদের টা ছোট হইছে,Cloth,1,negative
"কোয়ালিটি দাম এর তুলনায় খারাপ,একেবারে বেশি পাতলা।",Cloth,1,negative
ঠিক নাই. রিটার্ন দিয়ে দিব,Cloth,1,negative
একই মাল ২ টা আসছিল।তাই রিটার্ন দিয়েছি।,Cloth,1,negative
উল্লেখিত মাপ মত নয়।,Cloth,1,negative
ধন্যবাদ তাড়াতাড়ি সঠিক সাইজের পন্যটা দেয়ার জন্য,Cloth,1,positive 
তাড়াহুড়ো করে দেয়ার জন্য মনে হয় সেলার ভাই গেঞ্জির সামনে যে দাগ খেয়াল করেন নি মনে হয়,Cloth,3,Neutral
কেনার এক্সপেরিয়েন্স টা খুব বাজে ছিল,Cloth,3,negative
নির্দিষ্ট সময় থেকো তিন চার দিন দেরি,Cloth,3,negative
"জিনিসটা দেখে ভালই লাগলো, ভালোই, ভেবেছিলাম লেস এমবোটারি করা পরে দেখি প্রিন্ট করা",Cloth,3,negative
দাম অনুযায়ী ভালোই,Cloth,3,positive 
"রিভিউতে যেই রকম দেখছি ওই রকম কাপড় পাই নাই কাপড় , আর সবই ঠিক আছে৷",Cloth,3,Neutral
প্রোডাক্ট মোটামুটি ভালো। প্রোডাক্ট হিসাব এ দাম ৩০০ হলে পারপেক্ট হত,Cloth,3,Neutral
"খুব সুন্দর ছিল, কিন্তু আমার গায়ে হয়নি",Cloth,3,Neutral
পরবর্তী তে কোন কিছু সাইজ না মিললেই পরিবর্তন করে নেওয়া সুযোগ আছে কি না জানিনা।,Cloth,3,Neutral
জার্সির সাইজ সাধারন জার্সির সাইজের চাইতে ছোটো। যে কারণে পড়তে পারিনি।,Cloth,3,Neutral
"একটা বোতাম ঘরে একটু ডিফেক্ট ছিল, কিন্তু রিটার্ন না দিয়ে ভাবলাম সেলাই করে নিবো।",Cloth,3,Neutral
আছে আলহামদুলিল্লাহ,Cloth,3,positive 
আলহামদুলিল্লাহ যেমন চেয়েছি তেমন পাইছি,Cloth,5,positive 
দাম অনুযায়ী অনেক ভালো গায়ে একদম পারফেট হয়ছে,Cloth,5,positive 
ধন্যবাদ দারাজ এবং সেলার ভাইকে সঠিক পন্য দেওয়ার জন্যে। আপনারা চাইলে নিতে পারেন।,Cloth,5,positive 
"যেমনটা আশা করেছিলা, তেমন পেয়েছি",Cloth,5,positive 
দাম অনুযায়ী পন্যটি অনেক ভাল,Cloth,5,positive 
"সেলার অনেক দায়িত্বশীল , অর্ডার করার ২ দিনের মাঝে ডেলিভারি পেয়েছি, যেকেউ নিতে পারেন।",Cloth,5,positive 
মেশ কাপড়ের। পড়েও আরাম।,Cloth,5,positive 
দেখতেও খারাপ না।,Cloth,5,Neutral
শুধু কাপড় পাতলা,Cloth,5,Neutral
গরমের জন্য ভালো জিনিস। ✌,Cloth,5,positive 
খুবই ভালো।,Cloth,5,positive 
মুটামুটি পাতলা ও সফ্ট মিলিয়ে পড়তেও খুব আরামদায়ক।,Cloth,5,positive 
বাজেট ফ্রেন্ডলি ও বলা চলে।,Cloth,5,positive 
আপনারা চাইলে নিতে পারেন।,Cloth,5,positive 
এই দামে এক কথায় অসাধারণ প্রোডাক্ট,Cloth,5,positive 
"সেলার এর ব্যাবহার খুবই ভালো লাগছে,যেমন যেমন বলে দিছি ঠিক তেমন সাইজ আর প্রোডাক্ট দিছে। ধন্যবাদ",Cloth,5,positive 
সত্যি বলতে মূল্য অনুযায়ী প্রোডাক্ট মাশাল্লাহ অনেক সুন্দর হয়েছে,Cloth,5,positive 
এভাবে ব্যবসা করবেন অনেক উন্নতি করতে পারবেন ইনশাআল্লাহ।,Cloth,5,positive 
"সত্যিই অসাধারন , আমি এই সেলারের প্রডাক্টে সন্তুষ্ট",Cloth,5,positive 
আপনারা যে কেউ দ্বিধা ছাড়াই নিতে পারেন । ঠকবেননা আশা করি ।,Cloth,5,positive 
আলহামদুলিল্লাহ প্রোডাক্ট অনেক ভালো...!!,Cloth,5,positive 
সেলার কে অসংখ্য ধন্যবাদ ..।,Cloth,5,positive 
বিঃদ্রঃ ছবির সাথে প্রোডাক্টের মিল পেয়েছি ।,Cloth,5,positive 
ভালোই আছে। সাইজও ঠিক মতোই হয়েছে।,Cloth,5,positive 
ধন্যবাদ দারাজ এবং সেলারকে♥️🙃,Cloth,5,positive 
আমার পছন্দ হইছে আপনারা চাইলে নিতে পারেন,Cloth,5,positive 
ভাবতেও পারিনি যে এত ভালো হবে,Cloth,5,positive 
"আব্বুর জন্য আনছি , অনেক খুশি হয়ছে এই দামে এত ভালো গেঞ্জি পেয়ে",Cloth,5,positive 
আপনারা চাইলে নিশ্চিন্তে নিতে পারেন,Cloth,5,positive 
আলহামদুলিল্লাহ কাপড় খুব ভাল,Cloth,5,positive 
যদি কাপড় আরও একটু মোটা হত আরও ভাল লাগত।দারাজ থেকে প্রথম অর্ডার।আপনারাও কিনতে পারেন।,Cloth,5,positive 
"ভালো, মোটামুটি ভালো",Cloth,5,Neutral
এই পর্যন্ত ৪ টা টি-শার্ট নিছি.. প্রত্যেকটা অনেক ভালো❤,Cloth,5,positive 
অন্যান্য যেকোন সাইট থেকে কিনতে গেলে দাম আরো অনেক বেশি পড়ে 😕,Cloth,5,positive 
দারাজে প্রাইজ কম😊,Cloth,5,positive 
অসম্ভব সুন্দর একটা প্রোডাক্ট পেয়েছি,Cloth,5,positive 
অনেক অনেক ধন্যবাদ সেলার ব্যবহার খুবই ভালো ছিল অসংখ্য ধন্যবাদ,Cloth,5,positive 
এক কথায় অসাধারণ একটি প্রোডাক্ট,Cloth,5,positive 
"ত কম দামে এত ভালো জিনিস আশাই করা যায় না, ধন্যবাদ দারাজ এবং সেলারকে।",Cloth,5,positive 
প্রোডাক্টটি এত ভালো লেগেছে যে এটা আমার দ্বিতীয়বারের মতো কেন।,Cloth,5,positive 
আগে মনে হয় কোনদিন একদিন দুইবার কিনি নাই। আবারো দারাজ ও সেলার কে ধন্যবাদ,Cloth,5,positive 
কোয়ালিটর বেপারটাও আমা‌কে আক‌র্ষিত ক‌রে‌ছে,Cloth,5,positive 
আর দুখঃ প্রকাশ কর‌তে‌ছি আ‌গের পন‌্যগু‌লোর রি‌ভিও দি‌তে না পারার কর‌নে। আমার ব‌্যস্ততার জন‌্য সময় ক‌রে রি‌ভিও দেওয়া হয়‌নি,Cloth,5,positive 
স‌ঙ্গে আ‌ছি স‌ঙ্গে থাক‌বো । আবারও ধন‌্যবাদ,Cloth,5,positive 
খুব ভালো প্রোডাক্ট,Cloth,5,positive 
"যেমন ভেবেছিলাম, তেমন পেয়েছি।",Cloth,5,positive 
ধন্যবাদ সেলারকে।,Cloth,5,positive 
জার্সির মধ্যে অনেক দাগ লাগানো।,Cloth,5,negative
অসাধারণ একটি গেঞ্জি খুব ভালো আমি ১০ দিন পরে তার পর ঋভু দিলাম।,Cloth,5,positive 
"যেমন চেয়েছি তেমন পেয়েছি, খুব সুন্দর, চোখ বন্ধ করে নিতে পারেন",Cloth,5,positive 
প্রোডাক্ট অনেক ভালো,Cloth,5,positive 
টা নেওয়ার পর ভাবছি আরো কয়েকটা নিবো।,Cloth,5,positive 
কোয়ালিটি অনেক ভালো দামের তুলনায়,Cloth,5,positive 
আপনারা চাইলে নিতে পারেন সত্যি ভালো প্রোডাক্ট পেয়েছি।,Cloth,5,positive 
দাম অনুযায়ী তো ভালোই কাপড় অ ভালো ই,Cloth,5,positive 
এক কথায় অসাধারণ,Cloth,5,positive 
"ছবির থেকেও বাস্তবে বেসি সুন্দর, কাপরের মান এবং সেলাই সবই ঠিক ঠাক আছে,",Cloth,5,positive 
অর্ডার দিলাম একটা আসলো অন্য একটা,Cloth,5,negative
সাইজে মিলে না কেউ আমার মত ধোকা খাইয়েন না।,Cloth,5,negative
আপনারাও নিতে পারেন ভালো,Cloth,5,positive 
আলহামদুলিল্লাহ। অনেক সুন্দর টি-শার্ট।,Cloth,5,positive 
সাইজ এবং কালার সেইম দেওয়ার জন্য ধন্যবাদ 🖤,Cloth,5,positive 
আলহামদুলিল্লাহ। একদম সেম এজ পিকচার,Cloth,5,positive 
অর্ডার করার পর দিন ই হাতে পেয়েছি ।,Cloth,5,positive 
সঠিক জিনিস টি পাওয়ার মজাই আলাদা 🖤🖤,Cloth,5,positive 
"কোয়ালিটি অনেক ভালো,, সেলার আরো ভালো,,",Cloth,5,positive 
যেমন অর্ডার করেছি তেমনি পেয়েছি,Cloth,5,positive 
ধন্যবাদ সেলার সেন্টার গুণগতমান ভালো,Cloth,5,positive 
সত্যি খুব ভালো একটা প্রোডাক্ট,Cloth,5,positive 
ওতটা ভালো না যতটুকু ভেবেছিলাম তবে মোটামুটি মানিয়ে নেয়া যায়,Cloth,5,Neutral
দামে মানে খুব সুন্দর। কেও না কিনলে বুঝবে না এটা কতটা সুন্দর।,Cloth,5,positive 
"আলহামদুলিল্লাহ, আমি ঠিকঠাক পেয়েছি, চিন্তা করছি আরও একটা নিবো,",Cloth,5,positive 
সুন্দর ছিল।নিতে পারেন।💯,Cloth,5,positive 
"দাম অনুযায়ী ঠিক আছে,কাপরটা একটু ভারী হইলে আরও ভালো হইতো.",Cloth,5,positive 
"আলহামদুলিল্লাহ, সেরা❤️",Cloth,5,positive 
"সাইজ, কালার সব কিছুই ঠিক ছিলো। আপনারা চাইলে নিতে পারেন",Cloth,5,positive 
খুবই বাজে একটি জুতা ফুটপাতে ২০০ টাকায় পাওয়া যাবে,Cloth,1,negative
খুবই শক্ত পা এ দিলে ফোসকা পরে যাবে। এদের জন্য দারাজ এর বদনাম হয়।,Cloth,1,negative
জুতার মান খুবই খারাপ।,Cloth,1,negative
ভেবেছিলা জুতাগুলো নরম হবে। কিন্তু জুতাগুলো খুবই শক্ত,Cloth,1,negative
কিছুদিনের মধ্যেই নষ্ট হয়ে যেতে পারে। এগুলোর আসল দাম কখনোই ৮০০ টাকা হতে পারে না। আসল দাম ৪০০ টাকা হলে ঠিক ছিলো।,Cloth,1,neutral
আমি অডার দিয়েছিলাম ৪০ সাইজ আর আমাকে দেওয়া হলো ৪২ সাইজ।এখন আমি এই জুতা কী করবো বলেন?,Cloth,1,negative
একদম বাজে কাস্টমার সার্ভিস।আমার মনে হয় ভোক্তা অধিদপ্তরের কাছে যেতে হবে।,Cloth,1,negative
আমি অর্ডার করছিলাম এক রকম আমাকে দিয়ে গেছে অন্য রকম,Cloth,1,negative
চেয়েছিলাম কালো কিন্তু দিয়েছে অন্যটা,Cloth,1,negative
এক দিন ব্যবহার করার পর।আঠা খুব খারাপ,Cloth,1,negative
"প্রোডাক্ট কোয়ালিটি, সাইজ সব কিছুই ঠিক আছে কিন্তু ছেরা কেন?😥",Cloth,1,neutral
"রিভিউ দেখে ভেবেছিলাম খুবই ভাল হবে, কিন্তু ১৫০ টাকা দামের রাবারের জুতাও এর চাইতে অনেক ভালো",Cloth,1,negative
৩ ঘন্টা পরেছি জুতার আঠা উঠে গেছে,Cloth,1,negative
দাম অনুযায়ী পন্য ভালো পাইনি।,Cloth,1,negative
ভাই মানুষের মেহনতের টাকা এইভাবে মেরে খাবেন নাহ প্লিজ। ভাল পন্য দিতে পারলে দিবেন নাহলে এইসব দুইনাম্বারী ব্যবসা বন্ধ করে দেন।,Cloth,1,negative
একদম বাজে। একদিন পায়ে দিয়েই গোড়ালির দিকে ফোম বসে গেছে,Cloth,1,negative
"হাটতে গেলে গোড়ালি ব্যাথা করে। টাকা+ রিসিভ করে সময় নষ্ট, এককথায় পুরো গচ্ছা!!",Cloth,1,negative
এই জুতা টা বেশি ভালো না ভিতরে অনেক টা শক্ত আর সম্পূর্ণ জুতাটা প্লাস্টিকের তৈরি,Cloth,1,neutral
আমার কাছে ভালো মনে হয় না জুতা আমার 407 টাকায় লস,Cloth,1,negative
দেখায় একটা দেয় আর একটা।,Cloth,1,negative
ফালতু জুতা টাকা নষ্ট যারা ভালো বলতেছে এরা আসলে কিভাবে ভালো বলছে বুঝতে পারছি না মনে হচ্ছে এরা ভালো জুতা আগে দেখেনি। ফালতু জিনিস কেউ কিনবেন না,Cloth,1,negative
চেয়েছি ৪২ সাইজ দিলেন ৪১ সাইজ এটা কি পায়ে পরব নাকি মাথায় নিয়ে গুরবো আপনাদের সাইজ না থাকলে অর্ডার ক্যঞ্চেল করতে পারতেন😡,Cloth,1,negative
খুবই বাজে প্রোডাক্ট,Cloth,1,negative
এমনটা দারাজের কাছে আশা করিনি! ,Cloth,1,negative
"ছবিতে দেখাইছে উন্নতমানের কোয়ালিটি সম্পূর্ণ জুতা,আর কাস্টমারদের দিচ্ছে, বাজারের সবচেয়ে নিম্ন মানের ফুটপাতের ১০০ টাকার জুতা!",Cloth,1,negative
ফুটপাতের চেয়েও খারাপ,Cloth,1,negative
"জুতা দিয়েছে কিন্তু, জুতার ফিতা দেয়নি",Cloth,1,negative
দয়া করে কেউ প্রতারণার শিকার না হতে চাইলে কেউ এই স্টোর/সেলারের থেকে প্রোডাক্ট কিনবেনা!,Cloth,1,negative
"সত্যি বলতে জুতোগুলো একদুম নরমাল,আমার পছন্দ হয়নাই",Cloth,1,negative
আমি জুতো ফিরত দিতেচাই।,Cloth,1,negative
"আপনাদের কোন রাইডার আমাকে ফোন দেয়নি,আমার কাছে ম্যাসাজ আসে আর একটা নাম্বার দেয়াহয় পরে আমিই যোগাযোগ করি,",Cloth,1,negative
"অর্ডার করলাম ৫-জি , পাইলাম ৬-জি ।",Cloth,1,negative
নিম্নমানের। ছবির সাথে প্রোডাক্ট এর মিল পেলাম না,Cloth,1,negative
"যা আশা করছি, তেমনটা পাই নাই বরং আমি হতাশ।",Cloth,1,negative
৪১ সাইজ দিয়েছিলাম ৪০ সাইজ দিয়েছে।,Cloth,1,negative
ফালতু একটা জুতা। দারাজ আমাকে এভাবে ঠকাবে তাদের কাছ থেকে এটা আশা করিনি,Cloth,3,negative
টাকা নষ্ট হবে এই জুতা কিনলে,Cloth,3,negative
আমি কিনার ২ দিন পরে জুতার আঠা উঠে গিয়েছে,Cloth,3,negative
ভুলেও এই জুতা কিনেন না কেউ।,Cloth,3,negative
কিছু টাকা ভরে ভালো জিতা কিনেন। এই জুতা কিনে আমি হুদায় লস খাইলাম।,Cloth,3,negative
এই জুতাটি আমি ফেরত দিতে চাই। এবং কিভাবে দেবো,Cloth,3,negative
দারাজের প্যাকেটিং এ সমস্যা আছে,Cloth,3,negative
প্যাকেটিং করতে গিয়ে জুতা একেবারে চ্যাপা করে ফেলছে তাই দারাজের উচিত প্যাকেটিং এ গুরুত্ব দেয়া,Cloth,3,negative
নিম্ন মানের জুতা জোরা🤔,Cloth,3,negative
আলহামদুলিল্লাহ দাম অনুযায়ী প্রোডাক্ট মোটা মোটি ভালো,Cloth,3,Neutral
"এই দামে ভাল, মনে হয়না আঠা বেশিদিন টিকবে, তাছাড়া জুতার মেটেরিয়াল, ডিজাইন ভালো ছিল, ।",Cloth,3,Neutral
নিচের তলাটা প্লাস্টিকের দাম হিসাবে ঠিক,Cloth,3,Neutral
তেমন ভালো না,Cloth,3,negative
একদিনের ব্যবহারেই অবস্থা খারাপ,Cloth,3,negative
শেলাই করে নিলে হয়তো কিছুদিন ব্যবহার করা যাবে,Cloth,3,Neutral
যেমন চেয়েছিলাম তেমন পেয়েছি,Cloth,3,positive 
কিছুদিন ইউজ করার পর। একটু পানিতে ভেজায় তলা খুলে গেছে,Cloth,3,negative
দাম অনুযায়ী আরেকটু ভালো হতে পারতো।মোটামুটি তবে ডেলিভারি ফাস্ট ছিলো।,Cloth,3,Neutral
